2018-12-31,1,16TH,SBRN,1
2018-12-31,1,16TH,WSPR,1
2018-12-31,1,19TH,BAYF,1
2018-12-31,1,19TH,COLS,1
2018-12-31,1,19TH,PITT,1
2018-12-31,1,19TH,SSAN,1
2018-12-31,1,19TH,WCRK,1
2018-12-31,1,24TH,ANTI,1
2018-12-31,1,24TH,DELN,1
2018-12-31,1,24TH,MLBR,1
2018-12-31,1,24TH,SSAN,2
2018-12-31,1,24TH,WCRK,3
2018-12-31,1,ANTI,SANL,1
2018-12-31,1,BAYF,RICH,1
2018-12-31,1,CAST,DALY,1
2018-12-31,1,CIVC,BAYF,1
2018-12-31,1,CIVC,CIVC,4
2018-12-31,1,CIVC,CONC,1
2018-12-31,1,CIVC,DELN,1
2018-12-31,1,CIVC,FRMT,1
2018-12-31,1,CIVC,PHIL,1
2018-12-31,1,CIVC,RICH,1
2018-12-31,1,CIVC,SHAY,1
2018-12-31,1,CIVC,UCTY,1
2018-12-31,1,CIVC,WCRK,2
2018-12-31,1,COLM,DUBL,1
2018-12-31,1,COLS,UCTY,1
2018-12-31,1,COLS,WSPR,1
2018-12-31,1,CONC,CONC,1
2018-12-31,1,CONC,PITT,1
2018-12-31,1,CONC,POWL,1
2018-12-31,1,DELN,POWL,2
2018-12-31,1,DUBL,DUBL,1
2018-12-31,1,EMBR,16TH,1
2018-12-31,1,EMBR,24TH,2
2018-12-31,1,EMBR,ANTI,1
2018-12-31,1,EMBR,BALB,1
2018-12-31,1,EMBR,CONC,1
2018-12-31,1,EMBR,DALY,1
2018-12-31,1,EMBR,DELN,4
2018-12-31,1,EMBR,GLEN,1
2018-12-31,1,EMBR,HAYW,1
2018-12-31,1,EMBR,MLBR,2
2018-12-31,1,EMBR,PHIL,1
2018-12-31,1,EMBR,RICH,2
2018-12-31,1,EMBR,WCRK,2
2018-12-31,1,EMBR,WDUB,3
2018-12-31,1,FRMT,MONT,1
2018-12-31,1,FRMT,PHIL,1
2018-12-31,1,HAYW,CONC,1
2018-12-31,1,LAKE,SANL,1
2018-12-31,1,LAKE,SFIA,1
2018-12-31,1,MCAR,ANTI,2
2018-12-31,1,MCAR,HAYW,1
2018-12-31,1,MCAR,LAFY,1
2018-12-31,1,MCAR,WDUB,1
2018-12-31,1,MLBR,CONC,1
2018-12-31,1,MONT,24TH,2
2018-12-31,1,MONT,BALB,1
2018-12-31,1,MONT,CONC,1
2018-12-31,1,MONT,DELN,1
